"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"JOHNNY DOLLAR","5.0 颗星，最多 5 颗星","Truth be told","2022年2月28日 在美国审核","已确认购买","Honest and factual explanation and expose of how the current administration is dismantling our freedom and culture. Great read for people on either side of the political spectrum.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhN29fIbRaUbdof9RhyjaQcocPKcTVw6cljI3yBQJSDe3AAAAAGQvyo0AAAAB%26reviewId%3DR146TTEK2GPO12&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN29fIbRaUbdof9RhyjaQcocPKcTVw6cljI3yBQJSDe3AAAAAGQvyo0AAAAB&reviewId=R146TTEK2GPO12","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Y. Hurley","5.0 颗星，最多 5 颗星","Very Enlightening","2022年4月29日 在美国审核","已确认购买","Tells the secrets that everyone should know if we had an honest media.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMStuVTn%252Fq9BIHDvtjgmgis3ZSN1OjVniuUnUTYTfOGBAAAAAGQvyo0AAAAB%26reviewId%3DR23IJZLPTK8I56&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMStuVTn%2Fq9BIHDvtjgmgis3ZSN1OjVniuUnUTYTfOGBAAAAAGQvyo0AAAAB&reviewId=R23IJZLPTK8I56","","0","当前加载评论时遇到问题。请稍后再试。"
"workin man","5.0 颗星，最多 5 颗星","excellent book","2022年3月31日 在美国审核","已确认购买","Peter lays it all out there in black and white and he doesn’t care whether it’s democrats or republicans or others","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMwLB9CXyIBth75L5%252BDVx5FSjXPcPGFNQgq4EfUbLGLrAAAAAGQvyo0AAAAB%26reviewId%3DR19QKZOJGHS5OF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMwLB9CXyIBth75L5%2BDVx5FSjXPcPGFNQgq4EfUbLGLrAAAAAGQvyo0AAAAB&reviewId=R19QKZOJGHS5OF","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Charles m arana","5.0 颗星，最多 5 颗星","Christianity! Why we believe God is relevent","2022年2月11日 在美国审核","已确认购买","Timely must read! A road map for Parents, students on how to embrace, stand strong and the confidence to defend their Christian Faith in the midst of secularism and the counter culture.","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNe4cin2qtNRSgmc0v9K5JnTgqY5rS1p7xtQUlFaH29iAAAAAGQvyo0AAAAB%26reviewId%3DR16BJYB3WE9PNK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNe4cin2qtNRSgmc0v9K5JnTgqY5rS1p7xtQUlFaH29iAAAAAGQvyo0AAAAB&reviewId=R16BJYB3WE9PNK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"regina downey","5.0 颗星，最多 5 颗星","81 pages of documented citations to prove all allegations","2022年1月26日 在美国审核","已确认购买","This book is very dry reading, and unbelievably damning. Biden and others cited are greedy traitors to America. If I am to have any hope in this country’s justice system an investigation HAS to be opened, or the swamp is truly alive and thriving.","68 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCYMo7h726278QzIqJ2o%252BlO1pxpBWtYxxcqAfOZ%252B96DXAAAAAGQvyo0AAAAB%26reviewId%3DRVA6MD3SZTXOM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCYMo7h726278QzIqJ2o%2BlO1pxpBWtYxxcqAfOZ%2B96DXAAAAAGQvyo0AAAAB&reviewId=RVA6MD3SZTXOM","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"J. Vanek","5.0 颗星，最多 5 颗星","I did not realize how deep the problem goes...Every library, and every home needs this book","2022年3月21日 在美国审核","已确认购买","As usual Peter Schweizer has the real info. I did not realize HOW DEEP the corruption by China goes in the USA.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAa43IO4RQyBuqru7mhiq%252Fq8mN6ZBsNtFRlrQK0iDBiJAAAAAGQvyo0AAAAB%26reviewId%3DR2WD7UUVQ4ZL1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAa43IO4RQyBuqru7mhiq%2Fq8mN6ZBsNtFRlrQK0iDBiJAAAAAGQvyo0AAAAB&reviewId=R2WD7UUVQ4ZL1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Kindle Customer","5.0 颗星，最多 5 颗星","A highly trusted source!!!","2022年3月17日 在美国审核","已确认购买","You can always trust Peter Schweizer to deliver the truth!!! He has the sources, contacts, and resources to uncover otherwise hidden evil agendas.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAQyd5gWOmjBxq4pX%252Fl9QN2SxLIpZA7MbJQYORnexoFyAAAAAGQvyo0AAAAB%26reviewId%3DR2K6UZT05ZK5AR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAQyd5gWOmjBxq4pX%2Fl9QN2SxLIpZA7MbJQYORnexoFyAAAAAGQvyo0AAAAB&reviewId=R2K6UZT05ZK5AR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Bklyn Gal","5.0 颗星，最多 5 颗星","The selling out of America and it's taxpayers?","2022年3月29日 在美国审核","已确认购买","All I can say is read this, read the Laptop from Hell and just watch the antics on display.Pretty SCARY!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBWDJ%252BuWm%252BGpweeyDYvg4v59e5RaN01dtbgoRZVUqjxLAAAAAGQvyo0AAAAB%26reviewId%3DR3TNN00625DNNF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBWDJ%2BuWm%2BGpweeyDYvg4v59e5RaN01dtbgoRZVUqjxLAAAAAGQvyo0AAAAB&reviewId=R3TNN00625DNNF","","0","当前加载评论时遇到问题。请稍后再试。"
"wdc","5.0 颗星，最多 5 颗星","Good Information; Easy to Understand","2022年2月24日 在美国审核","已确认购买","This book is very informative and written so it is easy to understand.  There were over 60 in line at the library so I bought my own copy.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhP%252B1UaGLokRH7OBUoy5rPccdj5cB2WjqQSdf5h%252FDdv9DAAAAAGQvyo4AAAAB%26reviewId%3DR3MU6YLM50RVK5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP%2B1UaGLokRH7OBUoy5rPccdj5cB2WjqQSdf5h%2FDdv9DAAAAAGQvyo4AAAAB&reviewId=R3MU6YLM50RVK5","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Daniel Dougherty","5.0 颗星，最多 5 颗星","A well written, informative and a bit alarming book.  An Eye Opener !","2022年3月12日 在美国审核","已确认购买","A well written book exposing the abuse of power in the upper echelons of our political machine relating to China lining the pockets of the elite","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNeXPZ86v5nR0C3hxZ7uUUYprcTTuOO%252BSlSYA%252Fkm%252FAZRAAAAAGQvyo4AAAAB%26reviewId%3DR30LGDVS7RB3XK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNeXPZ86v5nR0C3hxZ7uUUYprcTTuOO%2BSlSYA%2Fkm%2FAZRAAAAAGQvyo4AAAAB&reviewId=R30LGDVS7RB3XK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"John L","5.0 颗星，最多 5 颗星","Thank you for telling it like it is","2022年2月24日 在美国审核","已确认购买","He gives good facts to support his position.  Every US citizen should read the book and remember the people, organizations and businesses that fall for the CCP plans.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEinmabxoesMZZi7qUvtR6oNxaEWCNNCYc2rNRa%252BAi0mAAAAAGQvyo4AAAAB%26reviewId%3DR356QOWYRQWEBW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEinmabxoesMZZi7qUvtR6oNxaEWCNNCYc2rNRa%2BAi0mAAAAAGQvyo4AAAAB&reviewId=R356QOWYRQWEBW","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Inslady","5.0 颗星，最多 5 颗星","This book is a Must Read!","2022年2月5日 在美国审核","已确认购买","If you want to follow the money trail of those taking advantage of their positions in politics and more, you won't be able to put this book down.  Peter Schweizer never disappoints.","8 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHBhQ%252FNcF9c7MpItlsiAI%252BRIPRijGiuhZXnI0VSK9ya3AAAAAGQvyo4AAAAB%26reviewId%3DR3DSY5HSNVQXYX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHBhQ%2FNcF9c7MpItlsiAI%2BRIPRijGiuhZXnI0VSK9ya3AAAAAGQvyo4AAAAB&reviewId=R3DSY5HSNVQXYX","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"RaviT","5.0 颗星，最多 5 颗星","Must read to see corruption in America, where corruption exists at the highest levels","2022年4月4日 在美国审核","已确认购买","Corruption is not just in third world countries but also in America. Shameful!!!! More shameful than watergate scandal","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHAxPBksV6DWWwbau0VCACwcFZuhykkzDYq3iKFbjlaHAAAAAGQvyo4AAAAB%26reviewId%3DRQW6DXDU5E7X6&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHAxPBksV6DWWwbau0VCACwcFZuhykkzDYq3iKFbjlaHAAAAAGQvyo4AAAAB&reviewId=RQW6DXDU5E7X6","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"miguel frances","5.0 颗星，最多 5 颗星","eye opener","2022年2月23日 在美国审核","已确认购买","This book Provides detailed  insight into what we suspect but don’t fully understand.  I couldn’t put it down.  Totally worth the time spent reading it","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCoKf82U6HzkBod6g%252FLtPRu85uUo1vGhMsbJ2GWMjo2tAAAAAGQvyo4AAAAB%26reviewId%3DR1K8KD36ZM7P6P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCoKf82U6HzkBod6g%2FLtPRu85uUo1vGhMsbJ2GWMjo2tAAAAAGQvyo4AAAAB&reviewId=R1K8KD36ZM7P6P","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"John Coons","5.0 颗星，最多 5 颗星","Saffron Baked Lentil Crackers","2022年2月26日 在美国审核","已确认购买","All you have to do is look at the review history of those giving it a bad review. Saffron Baked Lentil Crackers was enough for me.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPiaqu0zKItTLKx6kMaozaHQ%252BxYjTe9kl5bSycN4LlCJAAAAAGQvyo4AAAAB%26reviewId%3DR2RWUE6ZAT09PZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPiaqu0zKItTLKx6kMaozaHQ%2BxYjTe9kl5bSycN4LlCJAAAAAGQvyo4AAAAB&reviewId=R2RWUE6ZAT09PZ","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Jeffrey R. Menkes","5.0 颗星，最多 5 颗星","Shocking!","2022年2月25日 在美国审核","已确认购买","The naked truth about the ruthless Beijing regime. And the greedy corporate entities, tech titans, universities, and former political figures, who have sold out to them.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCtJLN%252BqZWRH7mclpKmBB6vzWeHUOdowZV3c13FWUnYRAAAAAGQvyo4AAAAB%26reviewId%3DR2PNWVWG84A46W&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCtJLN%2BqZWRH7mclpKmBB6vzWeHUOdowZV3c13FWUnYRAAAAAGQvyo4AAAAB&reviewId=R2PNWVWG84A46W","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","A must read!","2022年3月29日 在美国审核","已确认购买","If you love America and are concerned about where we are going as a nation, this is must read!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhH2nweQfHATByu992glx8Pt3%252BEnVzsdT6OXhwLaVGrwJAAAAAGQvyo4AAAAB%26reviewId%3DRWQC83QZ8MMQY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH2nweQfHATByu992glx8Pt3%2BEnVzsdT6OXhwLaVGrwJAAAAAGQvyo4AAAAB&reviewId=RWQC83QZ8MMQY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"LCR","5.0 颗星，最多 5 颗星","Great Reveal","2022年4月8日 在美国审核","已确认购买","Reading this book, once again the reader realizes how corrupt the people in Congress are","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAfs58oWZn9WYjFOuLRzuAylqa7G%252BUzg%252F758vWbSnReQAAAAAGQvyo4AAAAB%26reviewId%3DR6Z3CZFQDX6V8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAfs58oWZn9WYjFOuLRzuAylqa7G%2BUzg%2F758vWbSnReQAAAAAGQvyo4AAAAB&reviewId=R6Z3CZFQDX6V8","","0","当前加载评论时遇到问题。请稍后再试。"
